date,tweet
2021-04-10 07:25:11+00:00, 
2021-04-10 07:15:47+00:00, going to moon very soon
2021-04-10 07:12:20+00:00,  actually happened to me in cyberpunk haha
2021-04-10 06:51:12+00:00,   pretty much
2021-04-10 06:44:23+00:00, 
2021-04-10 06:41:45+00:00,where is shrek 5 
2021-04-10 01:07:04+00:00,"   good point 

next major software rev will do much better with automating wipers seat heating amp defrost 

probable seat settings just based on occupant mass distribution should be possible"
2021-04-10 01:04:26+00:00,   yup
2021-04-10 00:33:12+00:00,  turns out  love video games amp snacks just like us
2021-04-09 22:24:01+00:00,its all about the cufflinks 
2021-04-09 22:21:50+00:00, i feel like this sometimes
2021-04-09 19:41:08+00:00,  it will
2021-04-09 19:41:01+00:00,  remove
2021-04-09 19:39:26+00:00,   simulation is improving rendering resolution  
2021-04-09 19:14:21+00:00, congrats to nio that is a tough milestone
2021-04-09 19:13:12+00:00, almost ready with fsd beta v90 step change improvement is massive especially for weird corner cases amp bad weather pure vision no radar
2021-04-09 11:24:30+00:00,thanks to all that helped spacex
2021-04-09 11:21:13+00:00,just read it book is accurate
2021-04-09 07:35:55+00:00, yeah
2021-04-09 07:35:17+00:00,   pretty much
2021-04-09 07:32:42+00:00,
2021-04-09 04:11:42+00:00,soon our monkey will be on twitch amp discord haha
2021-04-09 03:06:00+00:00,  good piece
2021-04-09 03:01:15+00:00,  comes with wireless charging baseball cap
2021-04-09 02:57:27+00:00,   pretty much  great episode
2021-04-09 01:48:09+00:00,a monkey is literally playing a video game telepathically using a brain chip
2021-04-09 01:41:40+00:00,  yes
2021-04-09 01:41:23+00:00,the device is implanted flush with skull amp charges wirelessly so you look amp feel totally normal
2021-04-09 01:38:20+00:00, absolutely doable possibly as soon as neuralink device version 2 highly likely by version 3
2021-04-09 00:29:40+00:00,later versions will be able to shunt signals from neuralinks in brain to neuralinks in body motorsensory neuron clusters thus enabling for example paraplegics to walk again
2021-04-09 00:24:31+00:00,first  product will enable someone with paralysis to use a smartphone with their mind faster than someone using thumbs
2021-04-09 00:19:52+00:00,  hopefully later this year
2021-04-09 00:19:00+00:00, sure
2021-04-09 00:16:21+00:00,monkey plays pong with his mind
2021-04-08 20:45:19+00:00,   looking at pups soon
2021-04-08 20:43:36+00:00,   shock absorption is built into tower arms since tower is ground side it can use a lot more mass to arrest booster downward momentum
2021-04-08 20:40:12+00:00,   load points just below the grid fins
2021-04-08 20:37:57+00:00,  just one skyscraper catching another nbd haha
2021-04-08 09:41:16+00:00,thanks tesla suppliers for providing us with critical parts
2021-04-07 20:11:07+00:00,  a tidal wave of vaccine is being produced
2021-04-07 20:09:27+00:00, probably jampj but biontech amp moderna are good too some debate imo as to whether a second synthetic mrna shot is really needed but the first is a nobrainer
2021-04-07 20:04:42+00:00, latter
2021-04-07 20:02:22+00:00,"to be clear i do support vaccines in general amp covid vaccines specifically the science is unequivocal 

in very rare cases there is an allergic reaction but this is easily addressed with an epipen"
2021-04-07 19:36:55+00:00,   needs legs for moon amp mars
2021-04-07 19:35:27+00:00, global payload to orbit is the key metric
2021-04-07 19:20:32+00:00,       nice
2021-04-07 19:19:17+00:00,  ideal scenario imo is catching starship in horizontal glide with no landing burn although that is quite a challenge for the tower next best is catching with tower with emergency pad landing mode on skirt no legs
2021-04-07 19:13:21+00:00, starship booster largest flying object ever designed will be caught out of sky by launch tower big step forward as reflight can be done in under an hour
2021-04-07 10:40:11+00:00,  coming soon crazy number of launches this year
2021-04-07 10:36:44+00:00, they will be recovered from the water amp reused
2021-04-06 19:28:24+00:00,tanks for the memery  panzer of the lake
2021-04-06 02:23:37+00:00,   what do you think of the unusually high ratio of sampp market cap to gdp
2021-04-06 00:30:28+00:00, some kind of elo level updated once or twice a year based on what someone actually got done might be most effective important that it go both up and down
2021-04-05 12:57:36+00:00, new amp improved version
2021-04-05 11:29:58+00:00,  special mention of tesla china
2021-04-05 11:21:24+00:00, obv
2021-04-05 11:20:03+00:00,  great work by tesla team
2021-04-05 11:05:33+00:00, nice
2021-04-05 11:01:29+00:00,the earth is not flat its a hollow globe amp donkey king lives there
2021-04-05 10:49:22+00:00, those two really could have come in handy for the stuck ship
2021-04-05 10:47:48+00:00, last kingdom vs vikings
2021-04-05 10:46:49+00:00," ascent phase transition to horizontal amp control during free fall were good 

a relatively small ch4 leak led to fire on engine 2 amp fried part of avionics causing hard start attempting landing burn in ch4 turbopump 

this is getting fixed 6 ways to sunday"
2021-04-05 10:28:42+00:00,"godzilla vs kong is so amaze much wow
most insane movie ive ever seen
love letter to conspiracy theorists
and yet heartwarming in the end"
2021-04-05 02:39:43+00:00, the starships feast in valhalla
2021-04-05 02:23:41+00:00, one of the greatest things ive ever seen
2021-04-04 22:36:31+00:00,   ich habe ein semester deutsch an der universitat studiert usw
2021-04-04 22:28:32+00:00,  haha falcon nein
2021-04-04 22:27:17+00:00,  i recommend propulsive landing as that is extensible to planets moons amp asteroids wings amp runways are limited to earth
2021-04-04 22:25:38+00:00,  for practical purposes there is no limit it will just get increasingly difficult to service
2021-04-04 18:25:28+00:00, this a good path but i recommend aiming for full reusability
2021-04-04 10:53:26+00:00,urgent need to build more housing in greater austin area
2021-04-04 06:25:28+00:00,austin
2021-04-04 01:03:00+00:00,no it doesnt hurt at all  
2021-04-03 11:30:12+00:00, true
2021-04-03 05:38:12+00:00, i fried a lot of neurons on that problem
2021-04-03 04:31:41+00:00,"me in my sick new car
left him the money "
2021-04-03 00:18:28+00:00," had no money to invest in zip2 but my founder equity yielded 15m after tax of that i rolled 10m into paypal which yielded 180m then  

basic principle is that i would not ask investors to risk money on my company if i would not also do so"
2021-04-02 19:13:19+00:00, major new supercharger station coming to santa monica soon hoping to have 50s diner amp 100 best movie clips playing too thanks santa monica city
2021-04-02 08:33:00+00:00,  
2021-04-01 10:25:23+00:00,spacex is going to put a literal dogecoin on the literal moon
2021-04-01 10:23:49+00:00,nicheman  his superpower is appealing to small audiences
2021-04-01 08:54:49+00:00, 
2021-03-31 23:35:21+00:00, true
2021-03-31 19:23:17+00:00,"over 10000 people are needed for giga texas just through 2022
 5 mins from airport
15 mins from downtown
 right on colorado river"
2021-03-30 22:30:27+00:00,    can be a little foggy sometimes 
2021-03-30 22:11:28+00:00,"  barely a scratch 
back on the stand soon
will report conclusions as soon as we know them"
2021-03-30 14:44:51+00:00,starbase will grow by several thousand people over the next year or two
2021-03-30 14:39:22+00:00, i sure hope so
2021-03-30 14:37:39+00:00, agreed were not super far as magic valley utility can give us almost all windpower which will be used for lox 78 of propellant massn2argon distillation were also aiming to increase solar power from 1mw to 10mw paired with tesla megapacks for continuous power
2021-03-30 14:29:47+00:00,probably most in space you could possibly feel by being in a glass dome
2021-03-30 14:27:29+00:00,am donating 20m to cameron county schools amp 10m to city of brownsville for downtown revitalization details to follow next week
2021-03-30 14:23:01+00:00,"  bn1 is a manufacturing pathfinder so will be scrapped we learned a lot but have already changed design to bn2 

goal is to get bn2 with engines on orbital pad before end of april it might even be orbitcapable if we are lucky"
2021-03-30 14:17:29+00:00,"please consider moving to starbase or greater brownsvillesouth padre area in texas amp encourage friends to do so 

spacexs hiring needs for engineers technicians builders amp essential support personnel of all kinds are growing rapidly"
2021-03-30 14:09:37+00:00,   more like v100
2021-03-30 14:06:29+00:00,"  next major technology rev is at sn20 those ships will be orbitcapable with heat shield amp stage separation system ascent success probability is high

however sn20 vehicles will probably need many flight attempts to survive mach 25 entry heating amp land intact"
2021-03-30 13:49:03+00:00,"  sn15 rolls to launch pad in a few days it has hundreds of design improvements across structures avionicssoftware amp engine 

hopefully one of those improvements covers this problem if not then retrofit will add a few more days"
2021-03-30 13:38:01+00:00," looks like engine 2 had issues on ascent amp didnt reach operating chamber pressure during landing burn but in theory it wasnt needed 

something significant happened shortly after landing burn start should know what it was once we can examine the bits later today"
2021-03-30 13:31:21+00:00, at least the crater is in the right place
2021-03-30 13:30:08+00:00, a high production rate solves many ills
2021-03-30 10:25:32+00:00, demand is no problem but nearterm cell supply makes it hard to scale semi this limitation will be less onerous next year
2021-03-30 05:38:49+00:00, tracking to a potential 8am liftoff
2021-03-29 21:43:43+00:00, that would be great or possibly via video with full access to telemetry
2021-03-29 15:33:52+00:00,faa inspector unable to reach starbase in time for launch today postponed to no earlier than tomorrow
2021-03-28 18:12:55+00:00,possible starship flight tomorrow afternoon
2021-03-28 12:33:45+00:00,  trying
2021-03-28 12:32:39+00:00,  who is 
2021-03-28 12:07:22+00:00, nice
2021-03-28 11:10:25+00:00,wholesome memes 
2021-03-27 20:37:15+00:00, we should be laughing our asses off if its so damn smart
2021-03-27 20:36:25+00:00, i wanna know when ai will be able to do standup comedy well
2021-03-27 20:35:06+00:00, sounds about right
2021-03-27 20:34:32+00:00, its not really possible to match the human brain in 2021 for any amount of money imo but it will be possible probably in a few years
2021-03-27 08:49:25+00:00, this is crazy should use tesla megapacks for loadleveling the grid more effective more reliable and costs less
2021-03-27 03:48:34+00:00, haha actually true
2021-03-27 03:34:31+00:00,check out our new crane 
2021-03-27 03:16:42+00:00,   this appears to be widespread i wonder who is doing it 
2021-03-27 03:09:14+00:00,  we are too cellconstrained right now but probably ok next year
2021-03-27 02:44:44+00:00, great video
2021-03-26 20:28:21+00:00,       standing down sn11 until probably monday additional checkouts are needed doing our best to land amp fully recover
2021-03-26 19:33:26+00:00, haha
2021-03-26 18:10:13+00:00, heavy comes in more like a javelin similar to falcon 9 but caught by the tower vs landing on legs
2021-03-26 08:18:05+00:00, i think there is a gt0 chance tesla could be the biggest company
2021-03-26 08:15:57+00:00, solar has come a long way now just needs lots of longlife batteries
2021-03-26 00:41:52+00:00, 
2021-03-25 22:33:41+00:00, shame on you onion this is why people are switching to 
2021-03-25 22:32:39+00:00,"  22
my father amp his extended family have been dependent on financial support from my brother amp me for over 20 years 

this article is actually accurate"
2021-03-25 22:27:55+00:00,"  12
this article is false 
 i arrived by myself in canada in 89 with ca2500
 paid my own way through college ending with 100k student debt
 started 1st company with no funding amp just one computer i built
 theres no evidence whatsoever of an emerald mine"
2021-03-25 13:13:23+00:00, there will be no handles
2021-03-25 10:35:03+00:00,if theres ever a scandal about me please call it elongate
2021-03-25 10:33:51+00:00, this comment thread is 
2021-03-25 10:25:26+00:00,dont defy defi
2021-03-25 07:54:15+00:00,  
2021-03-25 07:48:53+00:00,mars rover looking back 
2021-03-25 07:41:51+00:00, fair point
2021-03-25 07:33:56+00:00,   you raise a good point haha
2021-03-24 23:29:38+00:00, 
2021-03-24 20:16:22+00:00, wow shame on zdf info
2021-03-24 07:17:41+00:00, 
2021-03-24 07:10:43+00:00,pay by bitcoin capability available outside us later this year
2021-03-24 07:09:34+00:00,"tesla is using only internal amp open source software amp operates bitcoin nodes directly

bitcoin paid to tesla will be retained as bitcoin not converted to fiat currency"
2021-03-24 07:02:40+00:00,you can now buy a tesla with bitcoin
2021-03-24 06:22:57+00:00, and books haha
2021-03-24 06:13:30+00:00, you can basically learn anything on youtubereddit
2021-03-23 08:56:58+00:00,   spacex will be landing starships on mars well before 2030 the really hard threshold is making mars base alpha selfsustaining
2021-03-23 01:24:19+00:00, he was great on many levels 
2021-03-23 01:14:58+00:00,strongest argument against aliens 
2021-03-23 01:09:49+00:00,  
2021-03-23 00:59:41+00:00, i once did a road trip across most of us with 2 adults amp 5 kids in a model s
2021-03-23 00:58:22+00:00,"  they are aiming too low 

only rockets that are fully amp rapidly reusable will be competitive 

everything else will seem like a cloth biplane in the age of jets"
2021-03-23 00:52:22+00:00, the new plaid s is our best car ever will be first production car to achieve 060mph in under 2 secs amp it has four doors amp seats up to 7 people
2021-03-23 00:35:26+00:00," spacex is developing rockets needed to make life multiplanetary  full amp rapid reusability at large scale even if spacex fails in that goal the rockets will still be most advanced on earth

starlinks purpose is to provide internet to the least served amp to pay for mars"
2021-03-22 02:10:37+00:00,  going well lot of work for an extra 20 secs of isp
2021-03-21 08:42:00+00:00, true
2021-03-21 05:31:31+00:00, i am accumulating resources to help make life multiplanetary amp extend the light of consciousness to the stars
2021-03-21 04:32:11+00:00, when vast amounts of manufacturing are needed as in robotaxis this slows down rate of introduction so maybe more like winnertakesaquarter still great
2021-03-21 04:25:23+00:00,  not trying to roast just being as literal as possible
2021-03-21 04:23:40+00:00, 
2021-03-21 04:22:32+00:00,  yeah but im english
2021-03-21 04:21:32+00:00, not quite how i would tell the story but its probably worth a read
2021-03-21 04:19:13+00:00, this is important
2021-03-21 03:06:42+00:00, wow hard to believe that was 17 years ago
2021-03-21 02:52:08+00:00,          
2021-03-20 15:52:39+00:00,     sigh
2021-03-20 14:07:14+00:00, i actually ate the sandwich haha
2021-03-20 13:04:12+00:00, 
2021-03-20 09:21:38+00:00,music in zero gravity 
2021-03-20 05:34:31+00:00, given significant architectural changes including fundamental improvements to pure vision there is limited value to testing 8x hoping to upload v90 amp button next month
2021-03-20 04:40:08+00:00, an orbital propellant depot optimized for cryogenic storage probably makes sense longterm
2021-03-19 21:43:32+00:00, prestuplenie i nakazanie
2021-03-19 08:25:36+00:00, the ahem reacharound
2021-03-19 07:32:18+00:00,  we could talk about life the universe and everything
2021-03-19 07:28:55+00:00,  coming soon
2021-03-19 07:12:22+00:00, 
2021-03-19 06:54:27+00:00,  as you can see i have a long history with using tents
2021-03-19 06:10:01+00:00, what would you like to talk about
2021-03-19 06:08:53+00:00, 
2021-03-19 02:40:07+00:00,
2021-03-19 01:42:24+00:00,   floor is installed elevator is operational waiting on glass
2021-03-19 01:40:12+00:00,  the high bay is measured to fit
2021-03-18 23:50:43+00:00, we will need launch tower for that hook height for the lift is 140 m amp both booster amp ship need to be stabilized at stage separation joint
2021-03-18 23:44:26+00:00, yes booster 1 is a production pathfinder figuring out how to build amp transport 70 meter tall stage booster 2 will fly
2021-03-18 23:15:42+00:00,first super heavy booster 
2021-03-18 21:17:16+00:00, sometimes its about doge
2021-03-18 21:16:26+00:00, haha
2021-03-18 07:09:10+00:00,the simulation really struggled to make this look real haha 
2021-03-18 06:38:56+00:00,"aspirationally acerbic alliteration 
gt bullshit baffles brains"
2021-03-17 01:21:16+00:00,   thats our goal
2021-03-17 01:20:54+00:00,sn11 almost ready to fly
2021-03-17 01:18:48+00:00,  cgi irl
2021-03-16 23:41:44+00:00,actually doesnt feel quite right selling this will pass
2021-03-15 23:11:50+00:00, 420m doge
2021-03-15 19:52:47+00:00,im selling this song about nfts as an nft 
2021-03-15 01:37:27+00:00, yes
2021-03-15 00:28:09+00:00, spacex did 2x rest of world payload to orbit last year probably 3x to 4x this year
2021-03-14 14:17:57+00:00,i love music it makes my heart sing
2021-03-14 14:10:15+00:00,"this is good
 "
2021-03-14 14:00:29+00:00,"play your favorite song in a tesla amp turn the volume to 11

you will see you will feel"
2021-03-14 13:55:44+00:00,  we will support as best we can
2021-03-14 13:49:17+00:00, fly my pretties fly 
2021-03-14 13:38:38+00:00,a puckish rogue 
2021-03-14 04:58:24+00:00,   this is an opportunity for rh to outdo cb
2021-03-14 04:49:52+00:00," what has become absolutely clear is that the plethora of selfdriving corner cases can only be solved with realworld optical intelligence this is how humans designed the road system to work 

once you have that in silicon form everything else is just icing on the cake"
2021-03-14 04:10:36+00:00,falcon flies for the 9th time tonight
2021-03-14 03:58:44+00:00, it sees in all directions simultaneously
2021-03-14 03:54:54+00:00,im getting a shiba inu 
2021-03-14 02:01:26+00:00, ja
2021-03-14 01:59:13+00:00,"homo sapiens techno 
loves raves amp technology"
2021-03-13 23:51:05+00:00,why are you so dogematic they ask
2021-03-13 23:46:16+00:00,"origin of doge day afternoon
the ancient romans sacrificed a dogecoin at the beginning of the doge days to appease the rage of sirius believing that the star was the cause of the hot sultry weather"
2021-03-13 23:40:41+00:00,doge day afternoon
2021-03-13 23:32:59+00:00,woketopia battle for the moral high ground in this new game
2021-03-13 07:20:23+00:00, this magic moment 
2021-03-13 02:10:53+00:00, yes
2021-03-13 00:01:24+00:00,  yes
2021-03-12 23:56:30+00:00, for sure wise for elderly or immunocompromised to take the vaccine some debate about the second jab though quite a few negative reactions to that
2021-03-12 23:51:00+00:00,"fsd beta has now been expanded to 2000 owners amp weve also revoked beta where drivers did not pay sufficient attention to the road no accidents to date

next significant release will be in april going with pure vision  not even using radar this is the way to realworld ai"
2021-03-12 23:13:17+00:00,  absolutely
2021-03-12 19:00:34+00:00,both do mining amp use blocks amp chains
2021-03-12 18:58:22+00:00,"btc bitcoin is an anagram of
tbcthe boring company
what a coincidence"
2021-03-12 04:10:36+00:00,   quarks amp leptons
2021-03-12 04:06:33+00:00,  green flame in this context means engine is burning internal components made of copper this is usually followed by a rud rapid unscheduled disassembly
2021-03-11 13:53:21+00:00,    dieses jahr
2021-03-11 13:12:34+00:00,    transparent aluminum alon might be cool
2021-03-11 12:47:07+00:00,  celebrating a year of great work by the spacex team
2021-03-11 12:45:07+00:00, wow
2021-03-11 11:14:31+00:00,     
2021-03-11 11:11:56+00:00, like  but with selfdriving haha
2021-03-11 08:48:41+00:00,"   if 2021 manifest is met spacex will do 75 of total earth payload to orbit with falcon

a single starship is designed to do in a day what all rockets on earth currently do in a year 

even so 1000 starships will take 20 years to build a selfsustaining city on mars"
2021-03-11 07:54:33+00:00,   yes
2021-03-11 07:51:30+00:00,"  falcon 9 is almost always at max capacity when it has spare performance it flies back to land which costs much less than using a droneship

our fundamental constraint is mass to orbit per unit time last year spacex launched roughly double payload mass of rest of world"
2021-03-11 07:13:24+00:00,  fuel cells should be called fool sells such a silly choice for cars not great even for a rocket upper stage imo but at least not absurd
2021-03-10 14:32:18+00:00, i was just up there elevator on the other side floor is in glass coming soon
2021-03-10 03:23:29+00:00,   yeah we talked about that internally could just have it land on a big net or bouncy castle lacks dignity but would work but optimized landing propellant is only 5 of dry mass so its not a gamechanger
2021-03-10 01:21:41+00:00,   might just catch the ship with the launch tower same as booster
2021-03-10 00:07:52+00:00, battery energy density is the key to electric aircraft autonomy for aircraft could have been done a long time ago modern airliners are very close to autonomous
2021-03-09 23:27:05+00:00,  
2021-03-09 20:18:55+00:00," fair point if autogenous pressurization had been used ch4 bubbles would most likely have reverted to liquid 

helium in header was used to prevent ullage collapse from slosh which happened in prior flight my fault for approving sounded good at the time"
2021-03-09 20:09:48+00:00, sn10 engine was low on thrust due probably to partial helium ingestion from fuel header tank impact of 10ms crushed legs amp part of skirt multiple fixes in work for sn11
2021-03-09 10:58:25+00:00,   we will ask the regulators
2021-03-09 10:43:01+00:00, build 83 of fsd should be done qa testing by end of next week so thats roughly when download button should show up
2021-03-09 10:37:11+00:00, assuming user approves warning amp agrees to drive carefully it will download latest qatested fsd beta build as soon as car connects to wifi
2021-03-09 08:22:18+00:00, delamain ai cabs should be able to drive themselves when youre in them amp be electric by 2077
2021-03-09 00:09:50+00:00,  it until you make it
2021-03-08 22:24:31+00:00, not connecting tesla cars to starlink as our terminal is much too big this is for aircraft ships large trucks amp rvs
2021-03-08 13:24:16+00:00,starbase texas 
2021-03-08 12:03:27+00:00, its all hot air in the end haha
2021-03-08 12:00:49+00:00,  still many fine details to address but the final product will be fantastic theres nothing else even close
2021-03-08 11:30:16+00:00,  haha true yet still so much dignity is ascribed to horses
2021-03-08 10:14:43+00:00,carnot efficiency of the universe
2021-03-08 08:46:25+00:00, ultimately yes
2021-03-06 23:35:31+00:00, update probably in q2 cybertruck will be built at giga texas so focus right now is on getting that beast built
2021-03-06 23:32:40+00:00, the 1400 is mostly good imo ubi lite as the people get to choose how the money is spent but the rest is mostly net bad for the people as a whole though it is obviously characterized otherwise
2021-03-06 23:08:15+00:00, should be very soon many subtle differences between us amp canada roads so harder than it seems
2021-03-06 22:53:38+00:00,  the tesla fsd computer started shipping in volume in q2 2019 2020 cars should all have fsd computers whether or not  ordered as an option
2021-03-06 22:47:09+00:00,"availability varies by region due to regulatory approval delays andor tesla internal development amp testing 

note word beta is used to reduce complacency in usage amp set expectations appropriately all software is first tested internally by tesla simulation amp qa drive teams"
2021-03-06 22:35:23+00:00,due to high levels of demand for fsd beta adding download beta button to service section of car display in 10 days
2021-03-06 04:40:30+00:00,doge spelled backwards is egod
2021-03-06 04:08:29+00:00, beta v83 has literally 1000 improvements will take time to qa internally before release probably in two or three weeks
2021-03-06 04:05:34+00:00, 
2021-03-06 04:00:31+00:00,  this was way past leg loads they got squashed hard
2021-03-06 01:57:02+00:00,if you want the tesla full selfdriving beta downloaded to your car let us know doubling beta program size now with 82 amp probably 10x size with 83 still be careful but its getting mature
2021-03-06 01:54:02+00:00,   starhopper is an old timer who has seen a lot of things
2021-03-06 01:43:55+00:00, was super fun tbh haha
2021-03-05 23:26:33+00:00, or is this just fantasy
2021-03-05 22:37:43+00:00,
2021-03-05 10:35:28+00:00,"sn10 is in valhalla now
"
2021-03-05 10:32:09+00:00,cybervikings of mars
2021-03-05 06:39:13+00:00, tesla ai both hardware amp software is deeply underestimated
2021-03-04 23:25:56+00:00,  
2021-03-04 23:04:38+00:00, tesla amp ford are the only american carmakers not to have gone bankrupt out of 1000s of car startups prototypes are easy production is hard amp being cash flow positive is excruciating
2021-03-04 04:24:49+00:00, cgi irl 
2021-03-04 00:40:32+00:00,  spacex team is doing great work one day the true measure of success will be that starship flights are commonplace
2021-03-04 00:37:25+00:00,  rip sn10 honorable discharge
2021-03-04 00:35:12+00:00,starship sn10 landed in one piece
2021-03-03 20:39:42+00:00,launch abort on slightly conservative high thrust limit increasing thrust limit amp recycling propellant for another flight attempt today
2021-03-03 20:10:07+00:00,5 mins to starship test flight attempt
2021-03-03 11:59:08+00:00,march 3rd
2021-03-03 11:30:39+00:00,starship launch tomorrow window opens at 9am
2021-03-03 05:13:30+00:00,    yes beta will be offered much more widely when version 9 is done hopefully next month
2021-03-03 04:29:03+00:00,   fsd beta build v81 normally drives me around with no interventions next version is a big step change beyond that tesla is solving a major part of realworld ai this is not widely known
2021-03-03 04:22:49+00:00,  youre welcome
2021-03-03 03:50:06+00:00,    good point
2021-03-03 03:46:48+00:00,   ok lets figure this out tomorrow im all for exciting video coverage but we also cant have the place festooned with cameras
2021-03-03 03:35:16+00:00,  first ive heard of this well fix the situation im a fan of  video
2021-03-03 03:21:59+00:00, indeed it was
2021-03-03 03:21:13+00:00,  sounds about right but we want to be very careful with this transition period
2021-03-03 03:16:49+00:00, there was still a surprisingly high usage of horses in 1940 but the trend was obvious
2021-03-02 22:27:34+00:00,  space
2021-03-02 21:19:32+00:00,"from thence to mars
and hence the stars"
2021-03-02 21:15:02+00:00,  an area much larger than boca chica
2021-03-02 21:07:09+00:00," very much so amp its leader shall be the doge 
"
2021-03-02 20:31:38+00:00,creating the city of starbase texas
2021-03-02 20:26:55+00:00, cool
2021-03-02 20:26:19+00:00, yup
2021-03-02 18:41:18+00:00,horses are even selfdriving 
2021-03-02 17:50:44+00:00,scammers amp crypto should get a room
2021-03-02 08:36:34+00:00, 2022 dogecoin is dumb
2021-03-01 22:25:54+00:00, note buying fsd will still be a better longterm deal than subscription
2021-03-01 22:24:43+00:00, q2 for sure
2021-03-01 22:23:50+00:00,green eggs amp spac
2021-03-01 22:11:17+00:00, looks familiar haha nonetheless the right move congrats to rocket lab
2021-03-01 22:08:58+00:00, tesla china team rocks
2021-03-01 19:57:08+00:00,doge meme shield legendary item 
2021-03-01 19:01:34+00:00,new drug coming out called regretamine pop one amp all regrets are gone
2021-03-01 18:59:03+00:00,always wondered where exactly your gaming character keeps all the stuff 
2021-03-01 17:55:05+00:00, ahem 
2021-02-26 10:04:57+00:00,
2021-02-26 09:50:44+00:00,do androids dream of electric cars
2021-02-26 09:05:27+00:00,  
2021-02-26 09:03:40+00:00, 
2021-02-26 08:46:08+00:00, nothing if not discreet
2021-02-26 02:12:48+00:00, hey babe 
2021-02-25 22:08:03+00:00, 
2021-02-25 21:50:26+00:00,   we will use a catapult amp air mattresses to land on the roof then base jump off
2021-02-25 21:47:26+00:00,  nickel is our biggest concern for scaling lithiumion cell production thats why we are shifting standard range cars to an iron cathode plenty of iron and lithium
2021-02-25 21:44:01+00:00,  absolutely
2021-02-25 21:36:35+00:00,  fremont shut down for two days parts shortages amp restarted yesterday
2021-02-25 21:34:06+00:00, this is not about winning anyone over we are productionlimited the reason we are making our own cells is to supplement max production of suppliers even moving at full speed they cannot build enough cells
2021-02-25 21:07:22+00:00, i hope they do it would be awesome 
2021-02-25 19:37:37+00:00,"  prices in the us of all goods dont include vat but its usually included in other countries 

then theres import duty amp transport costs

the intent is that revenue to tesla is roughly similar in all countries so taxes tariffs amp transport make up the difference"
2021-02-25 11:57:44+00:00, 3mm of full hard 301 or 304 stainless is bulletproof to a 9mm or 45
2021-02-25 11:52:19+00:00,not a meta4 i mean actual books
2021-02-25 11:19:20+00:00, both
2021-02-25 11:10:19+00:00,i admit to judging books by their cover
2021-02-25 06:35:22+00:00,starship to the moon 
2021-02-25 05:16:27+00:00, sounds like a good idea
2021-02-25 05:15:02+00:00,out on launch pad engine swap underway 
2021-02-25 01:28:24+00:00, probably mid year but starlink is really meant for those who are least served bay usually has great internet
2021-02-25 01:25:56+00:00,you might see much higher download speeds on starlink at times testing system upgrades
2021-02-24 13:15:48+00:00, i love dogs amp memes
2021-02-24 13:10:13+00:00,on the actual moon
2021-02-24 13:00:05+00:00,literally 
2021-02-24 10:52:28+00:00,    potentially
2021-02-24 08:24:26+00:00,   many steps forward some steps back yes we do a lot of qa before releasing a beta version
2021-02-24 08:12:32+00:00,"    they will fly there from our launch site 

stationed around the world"
2021-02-24 07:46:16+00:00,   seems likely
2021-02-24 07:41:59+00:00,"  were upgrading all nns to surround video using subnets on focal areas vs equal compute on all uncropped pixels amp many other things so more time needed to write amp validate software maybe something next week

this is evolving into solving a big part of physical world ai"
2021-02-24 07:26:13+00:00, interesting
2021-02-24 07:24:07+00:00,   one of them may be in limited operation by end of year
2021-02-24 07:12:10+00:00,   one of the engines is suspect so were swapping it out
2021-02-24 07:01:26+00:00,  shortterm ch4 delivered amp o2 produced propellant is 78 o2 longterm sabatier reaction to convert co2  h2o gt ch4  o2 using wind amp solar power
2021-02-23 11:54:12+00:00, just a surface detail
2021-02-23 11:53:11+00:00, i hope we dont go bankrupt building them
2021-02-23 11:50:35+00:00,excession
2021-02-23 10:46:12+00:00, 
2021-02-23 08:20:41+00:00, 
2021-02-23 08:18:12+00:00, super cool
2021-02-22 23:25:09+00:00,  we have too much product complexity already
2021-02-22 20:22:10+00:00,  tunnels
2021-02-22 20:21:15+00:00,   hopefully later this year
2021-02-22 20:21:02+00:00,  later this year
2021-02-22 20:20:32+00:00,  it is still available off menu but i dont think the range in many drive conditions yet meets the tesla standard of excellence
2021-02-22 20:12:14+00:00, the tesla solar roof is slightly hydrophobic so water snow or ice slide off easily
2021-02-22 09:30:56+00:00," final design is looking
was just in the studio"
2021-02-22 08:53:58+00:00,"  most of earth by end of year all by next year then its about densifying coverage 

important to note that cellular will always have the advantage in dense urban areas 

satellites are best for low to medium population density areas"
2021-02-22 08:13:35+00:00, speed will double to 300mbs amp latency will drop to 20ms later this year
2021-02-21 23:11:50+00:00,of spaceflight
2021-02-21 21:59:56+00:00,hypernominalization
2021-02-21 21:27:06+00:00,dojo 4 doge
2021-02-21 21:25:04+00:00,  good chance of flying this week
2021-02-21 13:10:19+00:00, should we
2021-02-21 13:09:58+00:00, 
2021-02-21 01:11:32+00:00, why dont we have these already
2021-02-20 23:42:57+00:00,cryptocurrency explained 
2021-02-20 21:06:39+00:00,or did they say pegged to the dollar something like that 
2021-02-20 20:52:56+00:00,heard a rumor some crypto coin was pegging the dollar 
2021-02-20 20:39:16+00:00, machine learning is so amaze
2021-02-20 10:06:29+00:00,  just some used antminer l3 rigs bought off ebay not really economic but it was a fun family project
